"idcalle","calle","localidad","departamento"
16161,"VICO,JOSE","COLONIA DEL SACRAMENTO","COLONIA"
16162,"SERRALTA, FRANCISCO","RIVERA","RIVERA"
16162,"SERRALTA, FRANCISCO","MANDUBI","RIVERA"
16163,"21","COLONIA DEL SACRAMENTO","COLONIA"
16163,"21","LA HORQUETA","COLONIA"
16163,"21","PIEDRA DE LOS INDIOS","COLONIA"
16164,"BRUM, BALTASAR","SAN LUIS","CANELONES"
16165,"BRASIL","TRINIDAD","FLORES"
16167,"JULIETA","SALINAS","CANELONES"
16168,"18","VERGARA","TREINTA Y TRES"
16168,"18","COSTAS DEL SARANDI","TREINTA Y TRES"
16169,"CRUZ DEL SUR","CIUDAD DE LA COSTA","CANELONES"
16169,"CRUZ DEL SUR","SAN JOSE DE CARRASCO","CANELONES"
16169,"CRUZ DEL SUR","SHANGRILA","CANELONES"
16170,"AROMOS, LOS","COLONIA NICOLICH","CANELONES"
16171,"10","PARQUE DEL PLATA","CANELONES"
16172,"GUAYACA","SALINAS","CANELONES"
16173,"SARANDI","TRINIDAD","FLORES"
16174,"OTORGUES, FERNANDO","SAN JOSE DE CARRASCO","CANELONES"
16174,"OTORGUES, FERNANDO","EMPALME NICOLICH","CANELONES"
16175,"AVENIDA GENERAL FLORES","LAS PIEDRAS","CANELONES"
16176,"EINSTEIN, A.","LIBERTAD","SAN JOSE"
16177,"ORLANDO BONILLA","RIVERA","RIVERA"
16178,"ARTIGAS, GENERAL","VILLA DEL CARMEN","DURAZNO"
16179,"DAMIANO","PASO DE LA CADENA","CANELONES"
16180,"24 DE ABRIL","FLORIDA","FLORIDA"
16181,"12","COLINAS DE SOLYMAR","CANELONES"
16182,"SARANDI","JOSE PEDRO VARELA","LAVALLEJA"
16183,"ARAZATI","PUNTA DEL ESTE","MALDONADO"
16184,"SECCO ILLA(P.MIRAMAR),DR.J.","CIUDAD DE LA COSTA","CANELONES"
16184,"SECCO ILLA(P.MIRAMAR),DR.J.","PASO CARRASCO","CANELONES"
16185,"ARRAYAN","SALINAS","CANELONES"
16186,"INDIANA","LOMAS DE SOLYMAR","CANELONES"
16186,"INDIANA","MEDANOS DE SOLYMAR","CANELONES"
16187,"A LA PLAYA","CIUDAD DE LA COSTA","CANELONES"
16187,"A LA PLAYA","PASO CARRASCO","CANELONES"
16187,"A LA PLAYA","BARRIO MONTERREY","CANELONES"
16188,"FLORES, LAS","PANDO","CANELONES"
16189,"AVENIDA ITALIA","PUNTA DEL ESTE","MALDONADO"
16190,"ORIBE","CIUDAD DE LA COSTA","CANELONES"
16190,"ORIBE","PASO CARRASCO","CANELONES"
16190,"ORIBE","BARRIO MONTERREY","CANELONES"
16191,"ROMA","CIUDAD DE LA COSTA","CANELONES"
16191,"ROMA","SHANGRILA","CANELONES"
16192,"MANDALAY","DELTA EL TIGRE","SAN JOSE"
16192,"MANDALAY","CIUDAD DEL PLATA","SAN JOSE"
16192,"MANDALAY","RINCON DE LA BOLSA","SAN JOSE"
16193,"ESPONDABURU, H.","MINAS","LAVALLEJA"
16194,"VIERA Y BENAVIDEZ","FLORENCIO SANCHEZ","COLONIA"
16195,"VECINAL","ARTIGAS","ARTIGAS"
16196,"CRUZ DEL SUR","CIUDAD DE LA COSTA","CANELONES"
16196,"CRUZ DEL SUR","SHANGRILA","CANELONES"
16197,"NASAZZI, MARISCAL","PLAYA PASCUAL","SAN JOSE"
16197,"NASAZZI, MARISCAL","CIUDAD DEL PLATA","SAN JOSE"
16197,"NASAZZI, MARISCAL","RINCON DE LA BOLSA","SAN JOSE"
16198,"WILSON FERREIRA ALDUNATE","CIUDAD DE LA COSTA","CANELONES"
16198,"WILSON FERREIRA ALDUNATE","BARRIO OBRERO","CANELONES"
16198,"WILSON FERREIRA ALDUNATE","PASO CARRASCO","CANELONES"
16198,"WILSON FERREIRA ALDUNATE","AEROPUERTO INTERNACIONAL DE CARRASCO","CANELONES"
16198,"WILSON FERREIRA ALDUNATE","BARRIO MONTERREY","CANELONES"
16199,"EJIDO","MELO","CERRO LARGO"
16200,"ISLA CABELLOS","BALTASAR BRUM","ARTIGAS"
16201,"UTE  9","BRISAS DEL PLATA","COLONIA"
16203,"DE RIOS, DR. FCO.","SARANDI DEL YI","DURAZNO"
16204,"RIVERA, GRAL. FRUCTUOSO","CHACRAS DE DOLORES","SORIANO"
16204,"RIVERA, GRAL. FRUCTUOSO","DOLORES","SORIANO"
16205,"JOSE BATLLE Y ORDOÑEZ","LA PAZ","CANELONES"
16206,"LARRAÑAGA, DAMASO ANTONIO","DURAZNO","DURAZNO"
16207,"TERMAS DE DAYMAN","TERMAS DEL DAYMAN","SALTO"
16208,"INOCENCIO CAVADINI","MELO","CERRO LARGO"
16209,"REGULES, ELIAS","CIUDAD DE LA COSTA","CANELONES"
16209,"REGULES, ELIAS","PASO CARRASCO","CANELONES"
16209,"REGULES, ELIAS","BARRIO MONTERREY","CANELONES"
16210,"FIGARI, PEDRO","CIUDAD DE LA COSTA","CANELONES"
16210,"FIGARI, PEDRO","PASO CARRASCO","CANELONES"
16211,"URUGUAY","CARMELO","COLONIA"
16212,"MELOGNO,MIGUEL A (19-FECOVIMA)","MALDONADO","MALDONADO"
16213,"ACCESO CONSTITUCION","CONSTITUCION","SALTO"
16214,"ESPAÑA","FRAY BENTOS","RIO NEGRO"
16215,"DE LAS ROSAS","SAN RAFAEL - EL PLACER","MALDONADO"
16216,"CALCAGNO","CIUDAD DE LA COSTA","CANELONES"
16216,"CALCAGNO","PARQUE CARRASCO","CANELONES"
16216,"CALCAGNO","SHANGRILA","CANELONES"
16217,"ZORRILLA DE SAN MARTIN","TREINTA Y TRES","TREINTA Y TRES"
16218,"ORTIZ Y AYALA, MTRO CESAR","TACUAREMBO","TACUAREMBO"
16219,"CARRASCO","PUNTA DEL ESTE","MALDONADO"
16220,"4","COLINAS DE SOLYMAR","CANELONES"
16221,"WILSON FERREIRA ALDUNATE","MELO","CERRO LARGO"
16222,"ACAPULCO","BARRA DE CARRASCO","CANELONES"
16222,"ACAPULCO","CIUDAD DE LA COSTA","CANELONES"
16222,"ACAPULCO","MONACO DE CARRASCO","CANELONES"
16223,"DOCTOR ALCIDES LUCAS","MELO","CERRO LARGO"
16224,"AL RIO URUGUAY","FRAY BENTOS","RIO NEGRO"
16225,"LAVALLEJA, 8 BRIG. GRAL.","MELO","CERRO LARGO"
16226,"BIRARO","FRAY BENTOS","RIO NEGRO"
16227,"A LA PLAYA","BARRA DE CARRASCO","CANELONES"
16227,"A LA PLAYA","CIUDAD DE LA COSTA","CANELONES"
16227,"A LA PLAYA","PASO CARRASCO","CANELONES"
16227,"A LA PLAYA","PARQUE CARRASCO","CANELONES"
16227,"A LA PLAYA","BARRIO MONTERREY","CANELONES"
16227,"A LA PLAYA","MONACO DE CARRASCO","CANELONES"
16228,"BAQUE, DOMINGO","COLONIA DEL SACRAMENTO","COLONIA"
16229,"101","BARROS BLANCOS","CANELONES"
16229,"101","VILLA AEROPARQUE","CANELONES"
16229,"101","COLINAS DE CARRASCO","CANELONES"
16230,"DE HERRERA, L. A.","TOLEDO","CANELONES"
16232,"BLAS BASUALDO","TOLEDO","CANELONES"
16232,"BLAS BASUALDO","VILLA CRESPO Y SAN ANDRES","CANELONES"
16236,"YARO","PUNTA DEL ESTE","MALDONADO"
16237,"LAVALLEJA","JOSE PEDRO VARELA","LAVALLEJA"
16238,"GADEA, SANTIAGO","EJIDO DE TREINTA Y TRES","TREINTA Y TRES"
16238,"GADEA, SANTIAGO","TREINTA Y TRES","TREINTA Y TRES"
16239,"ALEGRE, VENTURA","MALDONADO","MALDONADO"
16240,"SANTA TERESA","PUNTA DEL ESTE","MALDONADO"
16240,"SANTA TERESA","MALDONADO","MALDONADO"
16241,"BUENOS AIRES","PUNTA DEL ESTE","MALDONADO"
16241,"BUENOS AIRES","SAN RAFAEL - EL PLACER","MALDONADO"
16242,"LECUEDER","ARTIGAS","ARTIGAS"
16243,"CARLOS GARDEL","LAS PIEDRAS","CANELONES"
16243,"CARLOS GARDEL","LA PAZ","CANELONES"
16244,"EDUARDO M CASTRO","ARTIGAS","ARTIGAS"
16245,"VILARDEBO","SALTO","SALTO"
16246,"UTE 17","SEQUEIRA","ARTIGAS"
16247,"TABARE","FRAY BENTOS","RIO NEGRO"
16248,"BILBAO","SALTO","SALTO"
16249,"F","ESTACION LA FLORESTA","CANELONES"
16250,"CEBOLLATI","FRAY BENTOS","RIO NEGRO"
16251,"GUILLERMO TELL","NUEVA HELVECIA","COLONIA"
16252,"CHILE","TERMAS DEL DAYMAN","SALTO"
16252,"CHILE","SALTO","SALTO"
16253,"BATLLE Y ORDOÑEZ, J.","SANTA ROSA","CANELONES"
16254,"LAVIAGUERRE DE RAMOS, CARMEN","ARTIGAS","ARTIGAS"
16255,"DR. ALDO REGUSCI","RIVERA","RIVERA"
16255,"DR. ALDO REGUSCI","LA PEDRERA","RIVERA"
16256,"CORRIENTES","SALTO","SALTO"
16257,"PEDEMONTE, ALEJANDRO","TRINIDAD","FLORES"
16258,"JOAQUIN ANTONIO GUNDIN","RIO BRANCO","CERRO LARGO"
16259,"DE HAEDO, F. J. M.","FRAY BENTOS","RIO NEGRO"
16260,"LAWRY, SANTIAGO","FRAY BENTOS","RIO NEGRO"
16261,"MONESTIER, DOCTOR JULIO","PASO DE LOS TOROS","TACUAREMBO"
16262,"LAGUNA, GENERAL","PASO DE LOS TOROS","TACUAREMBO"
16263,"YAMANDU","SALINAS","CANELONES"
16264,"LAVALLEJA, GRAL.","PARQUE DEL PLATA","CANELONES"
16265,"5 (HUERTAS DE CARRASCO)","CIUDAD DE LA COSTA","CANELONES"
16265,"5 (HUERTAS DE CARRASCO)","PASO CARRASCO","CANELONES"
16266,"YAPEYU","BARRA DE CARRASCO","CANELONES"
16266,"YAPEYU","CIUDAD DE LA COSTA","CANELONES"
16268,"FLORENCIO SANCHEZ","MELO","CERRO LARGO"
16269,"AVENIDA RACINE","CIUDAD DE LA COSTA","CANELONES"
16269,"AVENIDA RACINE","BARRIO OBRERO","CANELONES"
16269,"AVENIDA RACINE","PASO CARRASCO","CANELONES"
16269,"AVENIDA RACINE","PARQUE CARRASCO","CANELONES"
16270,"DOCTOR IGNACIO SANTIBAÑEZ","MELO","CERRO LARGO"
16271,"SANTA TECLA","MELO","CERRO LARGO"
16272,"MARTIN LIZ","MELO","CERRO LARGO"
16273,"SAN CARLOS","ROCHA","ROCHA"
16274,"ITUZAINGO","ROCHA","ROCHA"
16275,"BALSAMO, EUFRACIO","PASO DE LOS TOROS","TACUAREMBO"
16276,"CANDIDO MONEGAL","MELO","CERRO LARGO"
16277,"ACUÑA DE FIGUEROA","EL PINAR","CANELONES"
16278,"CAYETANO BORDA Y PAGOLA","MELO","CERRO LARGO"
16279,"MERCURIO (LAS MARIAS)","MALDONADO","MALDONADO"
16279,"MERCURIO (LAS MARIAS)","CERRO PELADO","MALDONADO"
16280,"GARCIA LAGOS, A","CIUDAD DE LA COSTA","CANELONES"
16280,"GARCIA LAGOS, A","PASO CARRASCO","CANELONES"
16281,"TABOBA","SALINAS","CANELONES"
16282,"16","PINAMAR","CANELONES"
16282,"16","PINAMAR - PINEPARK","CANELONES"
16284,"CAI CAI","LOMAS DE SOLYMAR","CANELONES"
16284,"CAI CAI","EL BOSQUE DE SOLYMAR","CANELONES"
16285,"RONDEAU","NUEVA PALMIRA","COLONIA"
16286,"BRUM, ENRIQUE","PAN DE AZUCAR","MALDONADO"
16287,"13 (BARRIO BIARRITZ)","MALDONADO","MALDONADO"
16288,"RIVERA, GRAL.","AIGUA","MALDONADO"
16289,"MARNE","PUNTA DEL ESTE","MALDONADO"
16290,"JOSE ANTONIO CALDAS","MELO","CERRO LARGO"
16291,"GARCIA LAGOS","COLONIA NICOLICH","CANELONES"
16292,"SORIANO","DOLORES","SORIANO"
16293,"PAZ","RIVERA","RIVERA"
16293,"PAZ","SANTA TERESA","RIVERA"
16294,"MISIONES","RIVERA","RIVERA"
16295,"3","BARRA DE CARRASCO","CANELONES"
16295,"3","CIUDAD DE LA COSTA","CANELONES"
16295,"3","PASO CARRASCO","CANELONES"
16296,"SAN MARTIN","RIVERA","RIVERA"
16297,"GARCIA LORCA, FEDERICO","BARRA DE CARRASCO","CANELONES"
16297,"GARCIA LORCA, FEDERICO","CIUDAD DE LA COSTA","CANELONES"
16297,"GARCIA LORCA, FEDERICO","PASO CARRASCO","CANELONES"
16297,"GARCIA LORCA, FEDERICO","PARQUE MIRAMAR","CANELONES"
16298,"FLORES, GENERAL","ARTIGAS","ARTIGAS"
16299,"5 (CUCHILLA ALTA)","CUCHILLA ALTA","CANELONES"
16299,"5 (CUCHILLA ALTA)","SANTA ANA","CANELONES"
16299,"5 (CUCHILLA ALTA)","EL GALEON","CANELONES"
16299,"5 (CUCHILLA ALTA)","CUCHILLA ALTA Y EL GALEON","CANELONES"
16300,"42","PARQUE DEL PLATA","CANELONES"
16301,"ACC. A BELEN KM. 2 (DERECHA)","BELEN","SALTO"
16301,"ACC. A BELEN KM. 2 (DERECHA)","YACUY","SALTO"
16302,"AVENIDA BRASILIA","BARRA DE CARRASCO","CANELONES"
16302,"AVENIDA BRASILIA","CIUDAD DE LA COSTA","CANELONES"
16303,"GARCIA, SERAFIN J","RIVERA","RIVERA"
16303,"GARCIA, SERAFIN J","LA PEDRERA","RIVERA"
16304,"DR. JUAN M. ERRAMUN","RIVERA","RIVERA"
16304,"DR. JUAN M. ERRAMUN","LA PEDRERA","RIVERA"
16305,"VECINAL","ARTIGAS","ARTIGAS"
16305,"VECINAL","CERRO SIGNORELLI","ARTIGAS"
16305,"VECINAL","CERRO SAN EUGENIO","ARTIGAS"
16305,"VECINAL","CERRO EJIDO","ARTIGAS"
16305,"VECINAL","FRANQUIA","ARTIGAS"
16305,"VECINAL","CUAREIM","ARTIGAS"
16306,"ROOSEVELT, FRANKLIN DELANO","MINAS","LAVALLEJA"
16307,"PEREZ, DOMINGO","MINAS","LAVALLEJA"
16308,"GABOTO","LAS PIEDRAS","CANELONES"
16309,"MAR CASPIO (EX CALLE 2)","CIUDAD DE LA COSTA","CANELONES"
16309,"MAR CASPIO (EX CALLE 2)","SOLYMAR","CANELONES"
16310,"25 DE AGOSTO","LIBERTAD","SAN JOSE"
16311,"COSTANERA","CIUDAD DE LA COSTA","CANELONES"
16311,"COSTANERA","LOMAS DE SOLYMAR","CANELONES"
16311,"COSTANERA","SOLYMAR","CANELONES"
16311,"COSTANERA","PARQUE DE SOLYMAR","CANELONES"
16313,"IPUCHE, PEDRO (3 BIARRITZ)","MALDONADO","MALDONADO"
16314,"25 DE AGOSTO","CARMELO","COLONIA"
16315,"BUSCHENTAL","CIUDAD DE LA COSTA","CANELONES"
16315,"BUSCHENTAL","SAN JOSE DE CARRASCO","CANELONES"
16316,"LOS ALAMOS","ATLANTIDA","CANELONES"
16316,"LOS ALAMOS","ESTACION ATLANTIDA","CANELONES"
16317,"INVERNIZZI, INTENDENTE P.","SALTO","SALTO"
16318,"RINCON","LAS PIEDRAS","CANELONES"
16319,"ARTIGAS","SAN JOSE DE MAYO","SAN JOSE"
16320,"DIAGONAL BOLIVIA","SAN LUIS","CANELONES"
16321,"CHILE","JUANICO","CANELONES"
16322,"ORIBE, GENERAL MANUEL","DOCTOR FRANCISCO SOCA","CANELONES"
16323,"CIGANDA, DR. E. G.","SAN JOSE DE MAYO","SAN JOSE"
16325,"INDEPENDENCIA","VILLA DEL CARMEN","DURAZNO"
16326,"6","DOCTOR FRANCISCO SOCA","CANELONES"
16327,"CHIBERTA","PUNTA DEL ESTE","MALDONADO"
16328,"TREINTA Y TRES","CANELONES","CANELONES"
16329,"BENGOA, DR. JULIAN","SAN JOSE DE MAYO","SAN JOSE"
16330,"21 (BO. SAN FRANCISCO)","PIRIAPOLIS","MALDONADO"
16330,"21 (BO. SAN FRANCISCO)","SAN FRANCISCO","MALDONADO"
16330,"21 (BO. SAN FRANCISCO)","PUNTA FRIA","MALDONADO"
16331,"GARZON, GRAL. EUGENIO","ARTIGAS","ARTIGAS"
16332,"ANSINA","SAUCE","CANELONES"
16333,"BRASIL","NUEVA HELVECIA","COLONIA"
16334,"26","PUNTA DE CARRETERA","TACUAREMBO"
16334,"26","LAS TOSCAS DE CARAGUATA","TACUAREMBO"
16334,"26","CRUZ DE LOS CAMINOS","TACUAREMBO"
16334,"26","LAS ARENAS","TACUAREMBO"
16335,"OTEGUI","MINAS","LAVALLEJA"
16336,"VIDAL","SAN JOSE DE MAYO","SAN JOSE"
16337,"1 (KM. 83 A 85) IZQUIERDA","COSTAS DE PEREIRA","SAN JOSE"
16338,"33 ORIENTALES","SAN RAMON","CANELONES"
16339,"BAUZA, FRANCISCO","SAN RAMON","CANELONES"
16340,"LAVALLEJA, GENERAL JUAN A.","SANTA LUCIA","CANELONES"
16341,"ITUZAINGO","ITUZAINGO","SAN JOSE"
16342,"20","PINAMAR","CANELONES"
16342,"20","PINAMAR - PINEPARK","CANELONES"
16343,"BRUM, BALTASAR","FLORIDA","FLORIDA"
16344,"PUBLICA A (BO.CARRERAS)","LASCANO","ROCHA"
16345,"VIENA","JUAN LACAZE","COLONIA"
16346,"ARTIGAS, JOSE G.","TRINIDAD","FLORES"
16347,"18 DE JULIO","EL PINAR","CANELONES"
16348,"ITUZAINGO","SAN JOSE DE MAYO","SAN JOSE"
16349,"GONZALEZ OLAZA, NUBLE","SAN CARLOS","MALDONADO"
16350,"LAVALLEJA","FLORIDA","FLORIDA"
16351,"DE HERRERA, DR. LUIS A.","SANTA ROSA","CANELONES"
16352,"DOCTOR FRANCISCO SOCA","LAS PIEDRAS","CANELONES"
16353,"RECONQUISTA","LAS PIEDRAS","CANELONES"
16354,"TREINTA Y TRES","BELLA UNION","ARTIGAS"
16355,"INDEPENDENCIA","LAS PIEDRAS","CANELONES"
16356,"2","FRACC. SOBRE RUTA 74","CANELONES"
16356,"2","JOAQUIN SUAREZ","CANELONES"
16357,"ZUNINO, 10 HECTOR","NEPTUNIA","CANELONES"
16359,"ESPINOLA, DR. A.","SAN JOSE DE MAYO","SAN JOSE"
16360,"LOS OLIVOS","PROGRESO","CANELONES"
16361,"10","EL EDEN","MALDONADO"
16362,"FLORIDA","EL PINAR","CANELONES"
16363,"17 METROS (SALE A RUTA 101)","COLONIA NICOLICH","CANELONES"
16363,"17 METROS (SALE A RUTA 101)","EMPALME NICOLICH","CANELONES"
16364,"18 DE JULIO","VICHADERO","RIVERA"
16366,"CONRADO MOLLER","LA PAZ","CANELONES"
16367,"BATLLE Y ORDOÑEZ, JOSE","SAN JOSE DE MAYO","SAN JOSE"
16368,"17 METROS (PARAL. A LEOPOLIS)","COLONIA NICOLICH","CANELONES"
16368,"17 METROS (PARAL. A LEOPOLIS)","EMPALME NICOLICH","CANELONES"
16369,"AL ESTADIO","SARANDI GRANDE","FLORIDA"
16370,"ASAMBLEA","SAN JOSE DE MAYO","SAN JOSE"
16371,"BERRETA, PRESIDENTE TOMAS","SAN CARLOS","MALDONADO"
16373,"SIERRA, ATANASIO","TREINTA Y TRES","TREINTA Y TRES"
16374,"ETCHURY, JUAN (LA SONRISA)","MALDONADO","MALDONADO"
16374,"ETCHURY, JUAN (LA SONRISA)","LA SONRISA","MALDONADO"
16375,"RIO NEGRO","PARQUE POSTEL CNEL. ADRIAN MEDINA","SAN JOSE"
16375,"RIO NEGRO","SAN FERNANDO","SAN JOSE"
16375,"RIO NEGRO","CIUDAD DEL PLATA","SAN JOSE"
16375,"RIO NEGRO","RINCON DE LA BOLSA","SAN JOSE"
16376,"VIERA, PRESIDENTE","RIVERA","RIVERA"
16377,"MONTAGNE, P.","SAN JOSE DE MAYO","SAN JOSE"
16378,"VACHELLI, DR. H.","JUAN LACAZE","COLONIA"
16379,"111","FLORIDA","FLORIDA"
16380,"LIMA, MANOLO","MALDONADO","MALDONADO"
16380,"LIMA, MANOLO","PINARES - LAS DELICIAS","MALDONADO"
16381,"BELGICA","SAN JOSE DE MAYO","SAN JOSE"
16382,"MEDANOS","LOMAS DE SOLYMAR","CANELONES"
16383,"CANTINFLAS","PUERTO LA PALOMA","ROCHA"
16384,"18 DE JULIO","TRINIDAD","FLORES"
16385,"18 DE JULIO","SAN JOSE DE MAYO","SAN JOSE"
16386,"LAVALLEJA, JUAN A.","EJIDO DE TREINTA Y TRES","TREINTA Y TRES"
16386,"LAVALLEJA, JUAN A.","TREINTA Y TRES","TREINTA Y TRES"
16387,"BIARRITZ","PUNTA DEL ESTE","MALDONADO"
16388,"16 (BO. LA SONRISA)","MALDONADO","MALDONADO"
16389,"17 MTS. (PARAL.A REAL DE AZUA)","CIUDAD DE LA COSTA","CANELONES"
16389,"17 MTS. (PARAL.A REAL DE AZUA)","SOLYMAR","CANELONES"
16391,"UTE  6","18 DE JULIO","SAN JOSE"
16392,"GAVIOTAS","LOMAS DE SOLYMAR","CANELONES"
16392,"GAVIOTAS","MEDANOS DE SOLYMAR","CANELONES"
16393,"ATLANTIDA","EMPALME OLMOS","CANELONES"
16394,"VIVIENDAS JC 24","YOUNG","RIO NEGRO"
16395,"LAS AMAPOLAS","ATLANTIDA","CANELONES"
16395,"LAS AMAPOLAS","ESTACION ATLANTIDA","CANELONES"
16396,"A RIO QUEGUAY","PIÑERA","PAYSANDU"
16396,"A RIO QUEGUAY","BEISSO","PAYSANDU"
16398,"LOS RUISEÑORES ( MANZANA 135 )","LOMAS DE SOLYMAR","CANELONES"
16398,"LOS RUISEÑORES ( MANZANA 135 )","MONTES DE SOLYMAR","CANELONES"
16399,"ROMERO, FRANCISCO","RIVERA","RIVERA"
16399,"ROMERO, FRANCISCO","BARRIO RECREO","RIVERA"
16400,"SCHUSTER, DR. ADALBERTO","DOLORES","SORIANO"
16401,"ARTIGAS, GRAL.","EMPALME OLMOS","CANELONES"
16402,"CUBA","CIUDAD DE LA COSTA","CANELONES"
16402,"CUBA","PARQUE CARRASCO","CANELONES"
16403,"MAYORALES","MELO","CERRO LARGO"
16404,"LIBERTAD","MALDONADO","MALDONADO"
16405,"FLORENCIO SANCHEZ","PROGRESO","CANELONES"
16406,"DOMINGO ANICETO LOR","RIVERA","RIVERA"
16407,"CORDOBA, GRAL. TEOFILO","SALTO","SALTO"
16408,"VIERA Y BENAVIDEZ","FLORENCIO SANCHEZ","COLONIA"
16408,"VIERA Y BENAVIDEZ","CARDONA","SORIANO"
16409,"CERVANTES","MALDONADO","MALDONADO"
16410,"LAMAS, DIEGO","ARTIGAS","ARTIGAS"
16411,"BATLLE BERRES, LUIS","SAN JOSE DE MAYO","SAN JOSE"
16412,"GONZALEZ, CARMELO RENE","SAUCE","CANELONES"
16413,"LATORRE ANDRES","FRACC. CNO. ANDALUZ Y R.84","CANELONES"
16413,"LATORRE ANDRES","TOLEDO","CANELONES"
16413,"LATORRE ANDRES","VILLA CRESPO Y SAN ANDRES","CANELONES"
16414,"GOMEZ (PAR. LIBERTAD), LEANDRO","MALDONADO","MALDONADO"
16415,"D","LOMAS DE SOLYMAR","CANELONES"
16415,"D","PINARES DE SOLYMAR","CANELONES"
16416,"PAYSANDU","RIVERA","RIVERA"
16417,"PEÑAROLES, LOS","PLAYA PASCUAL","SAN JOSE"
16417,"PEÑAROLES, LOS","CIUDAD DEL PLATA","SAN JOSE"
16417,"PEÑAROLES, LOS","RINCON DE LA BOLSA","SAN JOSE"
16418,"UTE  2","FLORIDA","FLORIDA"
16419,"CERRO CATEDRAL","MALDONADO","MALDONADO"
16419,"CERRO CATEDRAL","CERRO PELADO","MALDONADO"
16420,"UTE 10 MEVIR","SANTA ROSA","CANELONES"
16421,"COSTANERA, RAMBLA","CIUDAD DE LA COSTA","CANELONES"
16421,"COSTANERA, RAMBLA","PASO CARRASCO","CANELONES"
16423,"RIO BRANCO","CHUY","ROCHA"
16424,"SARANDI","SAN JOSE DE MAYO","SAN JOSE"
16425,"ORTIZ, RAMON","EJIDO DE TREINTA Y TRES","TREINTA Y TRES"
16425,"ORTIZ, RAMON","TREINTA Y TRES","TREINTA Y TRES"
16426,"DE HERRERA, DOCTOR LUIS A.","TACUAREMBO","TACUAREMBO"
16430,"LA PEDRERA","TACUAREMBO","TACUAREMBO"
16430,"LA PEDRERA","LA PEDRERA","TACUAREMBO"
16432,"PUIG, CARLOS P.","DOLORES","SORIANO"
16433,"KENNEDY, JOHN","TARARIRAS","COLONIA"
16434,"EL FANAL","RIO BRANCO","CERRO LARGO"
16435,"TREINTA Y TRES","TARARIRAS","COLONIA"
16436,"18 DE JULIO","TARARIRAS","COLONIA"
16437,"25 DE MAYO","SAN JOSE DE MAYO","SAN JOSE"
16439,"TREINTA Y TRES","TRINIDAD","FLORES"
16441,"57 (PARALELA A CALLE 65)","PINAMAR","CANELONES"
16441,"57 (PARALELA A CALLE 65)","PINAMAR - PINEPARK","CANELONES"
16442,"SAN FELIPE","COLONIA NICOLICH","CANELONES"
16443,"NAVARRO, JUAN","RIVERA","RIVERA"
16444,"CELEDONIO ROJAS","TREINTA Y TRES","TREINTA Y TRES"
16445,"GOMEZ, GRACIANA","VERGARA","TREINTA Y TRES"
16446,"OFICIAL  1(BO. CEIBAL)","SALTO","SALTO"
16447,"PROFESOR FRANCISCO SINISCALCHI","NUEVA HELVECIA","COLONIA"
16448,"YOUNG, DIEGO","YOUNG","RIO NEGRO"
16449,"FLORENCIO SANCHEZ","RIVERA","RIVERA"
16451,"MUÑOZ, MELITON","VERGARA","TREINTA Y TRES"
16452,"FONDAR, FRANCISCO","TRINIDAD","FLORES"
16453,"LARRAÑAGA","SAN JOSE DE MAYO","SAN JOSE"
16454,"LUISA NAIR MELLO","MELO","CERRO LARGO"
16455,"HIGUERITA","MINAS","LAVALLEJA"
16456,"149","MINAS","LAVALLEJA"
16457,"ARAUJO, BASILIO","COLONIA DEL SACRAMENTO","COLONIA"
16458,"46","SANTA LUCIA","CANELONES"
16459,"17","MALDONADO","MALDONADO"
16459,"17","CERRO PELADO","MALDONADO"
16460,"DAYMAN","MARINDIA","CANELONES"
16461,"GENERAL JOSE ARTIGAS","RIO BRANCO","CERRO LARGO"
16462,"JUANITA ARISMENDI DE IMICOZ","RIO BRANCO","CERRO LARGO"
16463,"NAVARRO, TOMAS","MALDONADO","MALDONADO"
16463,"NAVARRO, TOMAS","PINARES - LAS DELICIAS","MALDONADO"
16464,"IBICUY","LAS PIEDRAS","CANELONES"
16466,"FORT WAYNE","PUNTA DEL ESTE","MALDONADO"
16466,"FORT WAYNE","MALDONADO","MALDONADO"
16466,"FORT WAYNE","PINARES - LAS DELICIAS","MALDONADO"
16467,"COLON","LIBERTAD","SAN JOSE"
16468,"LARRIERA","SAN JOSE DE MAYO","SAN JOSE"
16469,"RIESTRA, SOLANO","FLORIDA","FLORIDA"
16470,"DEL ANCLA","COLONIA NICOLICH","CANELONES"
16470,"DEL ANCLA","EMPALME NICOLICH","CANELONES"
16471,"28","CUCHILLA ALTA","CANELONES"
16471,"28","CUCHILLA ALTA Y EL GALEON","CANELONES"
16472,"FRANCISCO ACUÑA DE FIGUEROA","MALDONADO","MALDONADO"
16472,"FRANCISCO ACUÑA DE FIGUEROA","PINARES - LAS DELICIAS","MALDONADO"
16473,"FILADELFIA","CIUDAD DE LA COSTA","CANELONES"
16473,"FILADELFIA","SAN JOSE DE CARRASCO","CANELONES"
16474,"ARCOBALENO","MALDONADO","MALDONADO"
16474,"ARCOBALENO","PINARES - LAS DELICIAS","MALDONADO"
16475,"FERNANDEZ, ANTONIO M.","FLORIDA","FLORIDA"
16476,"ALBERTI","PUNTA DEL ESTE","MALDONADO"
16477,"DE HERRERA, DR. L. A.","SAN JOSE DE MAYO","SAN JOSE"
16478,"INCA","BARROS BLANCOS","CANELONES"
