"idcalle","calle","localidad","departamento"
40264,"8","LA CORONILLA FISHING CLUB","ROCHA"
40266,"BERNAL, YELMA","FRACC. CNO. ANDALUZ Y R.84","CANELONES"
40266,"BERNAL, YELMA","TOLEDO","CANELONES"
40267,"SAN ANTOÑO (MEVIR)","SAN ANTONIO","SALTO"
40268,"BAÑADO SATURNA","MELO","CERRO LARGO"
40270,"AV GUSTAVO A VOLPE","MONTEVIDEO","MONTEVIDEO"
40272,"PASAJE CHARRUA","MONTEVIDEO","MONTEVIDEO"
40277,"DR GUSTAVO RIVAS COSTA","LIBERTAD","SAN JOSE"
40278,"WILSON FERREIRA ALDUNATE","LIBERTAD","SAN JOSE"
40280,"DR RODOLFO BERMUDEZ","MONTEVIDEO","MONTEVIDEO"
40281,"PASAJE PEATONAL ZAPICAN","MONTEVIDEO","MONTEVIDEO"
40282,"CONTINUACION ABAYUBA","MONTEVIDEO","MONTEVIDEO"
40283,"PASAJE CONTINUACION ABAYUBA","MONTEVIDEO","MONTEVIDEO"
40284,"CALLE UNO","MONTEVIDEO","MONTEVIDEO"
40286,"CALLE DOS","MONTEVIDEO","MONTEVIDEO"
40287,"CALLE 3","MONTEVIDEO","MONTEVIDEO"
40288,"CALLE 4","MONTEVIDEO","MONTEVIDEO"
40289,"CALLE 5","MONTEVIDEO","MONTEVIDEO"
40290,"CALLE 6","MONTEVIDEO","MONTEVIDEO"
40293,"INGENIERO JUAN MONTEVERDE","MONTEVIDEO","MONTEVIDEO"
40297,"PSJE VICTOR RODRIGUEZ ANDRADE","MONTEVIDEO","MONTEVIDEO"
40299,"JUAN LEON","MONTEVIDEO","MONTEVIDEO"
40302,"CONT AUSTRIA","MONTEVIDEO","MONTEVIDEO"
40303,"TAMBOR","MONTEVIDEO","MONTEVIDEO"
40303,"TAMBOR","SANTA CATALINA","MONTEVIDEO"
40304,"LOS GIRASOLES","MONTEVIDEO","MONTEVIDEO"
40304,"LOS GIRASOLES","SANTA CATALINA","MONTEVIDEO"
40306,"LACHAS","MONTEVIDEO","MONTEVIDEO"
40306,"LACHAS","SANTA CATALINA","MONTEVIDEO"
40307,"PSJE A","MONTEVIDEO","MONTEVIDEO"
40307,"PSJE A","SANTA CATALINA","MONTEVIDEO"
40308,"MOCHUELO","MONTEVIDEO","MONTEVIDEO"
40308,"MOCHUELO","SANTA CATALINA","MONTEVIDEO"
40309,"LISA","MONTEVIDEO","MONTEVIDEO"
40309,"LISA","SANTA CATALINA","MONTEVIDEO"
40310,"LAS ACHIRAS","MONTEVIDEO","MONTEVIDEO"
40310,"LAS ACHIRAS","SANTA CATALINA","MONTEVIDEO"
40311,"RONCADERA","MONTEVIDEO","MONTEVIDEO"
40311,"RONCADERA","SANTA CATALINA","MONTEVIDEO"
40313,"PASAJE DE LA ESCUELA","MONTEVIDEO","MONTEVIDEO"
40313,"PASAJE DE LA ESCUELA","SANTA CATALINA","MONTEVIDEO"
40315,"PASAJE EL PARDO","MONTEVIDEO","MONTEVIDEO"
40315,"PASAJE EL PARDO","SANTA CATALINA","MONTEVIDEO"
40317,"PASAJE LOS PESCADORES","MONTEVIDEO","MONTEVIDEO"
40317,"PASAJE LOS PESCADORES","SANTA CATALINA","MONTEVIDEO"
40321,"VICTOR HUGO","MONTEVIDEO","MONTEVIDEO"
40323,"PSJE DEL PALANGRE","MONTEVIDEO","MONTEVIDEO"
40323,"PSJE DEL PALANGRE","SANTA CATALINA","MONTEVIDEO"
40324,"FAUSTO","MONTEVIDEO","MONTEVIDEO"
40325,"NUBLE YIC","MONTEVIDEO","MONTEVIDEO"
40326,"VEINTIUNO DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40326,"VEINTIUNO DE JUNIO","SANTA CATALINA","MONTEVIDEO"
40327,"CANDELA","MONTEVIDEO","MONTEVIDEO"
40327,"CANDELA","SANTA CATALINA","MONTEVIDEO"
40328,"26 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40328,"26 DE ABRIL","SANTA CATALINA","MONTEVIDEO"
40329,"LOS TRANSPARENTES","MONTEVIDEO","MONTEVIDEO"
40329,"LOS TRANSPARENTES","SANTA CATALINA","MONTEVIDEO"
40330,"1 DE MAYO","MONTEVIDEO","MONTEVIDEO"
40330,"1 DE MAYO","SANTA CATALINA","MONTEVIDEO"
40331,"24 DE OCTUBRE","MONTEVIDEO","MONTEVIDEO"
40331,"24 DE OCTUBRE","SANTA CATALINA","MONTEVIDEO"
40332,"28 DE OCTUBRE","MONTEVIDEO","MONTEVIDEO"
40332,"28 DE OCTUBRE","SANTA CATALINA","MONTEVIDEO"
40333,"MURALLONES","MONTEVIDEO","MONTEVIDEO"
40333,"MURALLONES","SANTA CATALINA","MONTEVIDEO"
40334,"SALADERO","MONTEVIDEO","MONTEVIDEO"
40334,"SALADERO","SANTA CATALINA","MONTEVIDEO"
40335,"CALLE JAMAICA","MONTEVIDEO","MONTEVIDEO"
40335,"CALLE JAMAICA","SANTA CATALINA","MONTEVIDEO"
40337,"LOS SAUCES","MONTEVIDEO","MONTEVIDEO"
40337,"LOS SAUCES","SANTA CATALINA","MONTEVIDEO"
40338,"CALLE COSTANERO","MONTEVIDEO","MONTEVIDEO"
40338,"CALLE COSTANERO","SANTA CATALINA","MONTEVIDEO"
40339,"TAJAMAR","MONTEVIDEO","MONTEVIDEO"
40339,"TAJAMAR","SANTA CATALINA","MONTEVIDEO"
40340,"OFICIAL 2","MONTEVIDEO","MONTEVIDEO"
40340,"OFICIAL 2","SANTA CATALINA","MONTEVIDEO"
40341,"LA ROTONDA","MONTEVIDEO","MONTEVIDEO"
40341,"LA ROTONDA","SANTA CATALINA","MONTEVIDEO"
40344,"MOURIEL","LA BARRA","MALDONADO"
40345,"GRAF SPEE","LA BARRA","MALDONADO"
40346,"JOSEFINA LERENA ACEVEDO","EL TESORO","MALDONADO"
40347,"PROF JUAN CARLOS SABAT PEBET","MONTEVIDEO","MONTEVIDEO"
40348,"CONTINUACION SUECIA","MONTEVIDEO","MONTEVIDEO"
40349,"CONTINUACION PERU","MONTEVIDEO","MONTEVIDEO"
40350,"ADRYMAR","MONTEVIDEO","MONTEVIDEO"
40352,"CABRERA TARAN","MONTEVIDEO","MONTEVIDEO"
40353,"EL REMANSO","MONTEVIDEO","MONTEVIDEO"
40354,"7 DE SETIEMBRE","MONTEVIDEO","MONTEVIDEO"
40355,"15 DE ENERO","MONTEVIDEO","MONTEVIDEO"
40357,"18 DE NOVIEMBRE","MONTEVIDEO","MONTEVIDEO"
40358,"PASAJE TRES MARIAS","MONTEVIDEO","MONTEVIDEO"
40360,"29 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40361,"CALLE OFICIAL 95","MONTEVIDEO","MONTEVIDEO"
40363,"CALLE CONTINUACION","MONTEVIDEO","MONTEVIDEO"
40364,"EL ENCUENTRO BO NUEVO CAPRA","MONTEVIDEO","MONTEVIDEO"
40365,"20 DE JULIO","MONTEVIDEO","MONTEVIDEO"
40366,"VEINTICINCO DE AGOSTO LA CASONA","MONTEVIDEO","MONTEVIDEO"
40367,"17 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40368,"22 DE MAYO","MONTEVIDEO","MONTEVIDEO"
40369,"27 DE MAYO","MONTEVIDEO","MONTEVIDEO"
40370,"E BARRIO DON BOSCO","MONTEVIDEO","MONTEVIDEO"
40371,"PSJE SAUCE BO 8 DE MARZO","MONTEVIDEO","MONTEVIDEO"
40372,"PSJE CENTRAL BO 8 DE MARZO","MONTEVIDEO","MONTEVIDEO"
40373,"PSJE LAS ROSAS BO 8 DE MARZO","MONTEVIDEO","MONTEVIDEO"
40376,"ERASMO BOGORJA","MELO","CERRO LARGO"
40379,"AGRIMENSOR JOSE ENTENZA","MELO","CERRO LARGO"
40381,"MARTIRES DE LA INDUSTRIA FRIGORIFICA","MONTEVIDEO","MONTEVIDEO"
40382,"TACITO HERRERA","MELO","CERRO LARGO"
40383,"SALVADOR PUIG","MELO","CERRO LARGO"
40384,"V ARAUJO","MELO","CERRO LARGO"
40385,"LOLA NOBLIA DE PLAZA","MELO","CERRO LARGO"
40386,"PSJE B BO LOS ZORZALES","MONTEVIDEO","MONTEVIDEO"
40387,"PSJE A BO LOS ZORZALES","MONTEVIDEO","MONTEVIDEO"
40388,"PASAJE C","MONTEVIDEO","MONTEVIDEO"
40392,"20 DE ABRIL BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40393,"1 DE AGOSTO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40394,"30 DE MAYO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40395,"14 DE JUNIO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40397,"5 DE JULIO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40398,"3 DE AGOSTO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40399,"25 DE FEBRERO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40400,"16 DE MARZO BARRIO 5 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40402,"SANTA MARIA BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40403,"ERNESTO PINTO BO 17 JUNIO","MONTEVIDEO","MONTEVIDEO"
40404,"A ZITARROSA BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40405,"17 DE JUNIO BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40406,"JULIO PEREYRA BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40407,"JOSE DIAZ BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40408,"ARTIGAS MELGAREJO BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40409,"ORESTE LEGISAMONT BO 17 DE JUNIO","MONTEVIDEO","MONTEVIDEO"
40410,"CONT CAVIGLIA","MONTEVIDEO","MONTEVIDEO"
40411,"CALLE A BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40412,"CALLE B BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40413,"CALLE C BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40414,"CALLE D BO STO DOMINGO DE GUZMAN ","MONTEVIDEO","MONTEVIDEO"
40415,"CALLE 1 BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40416,"CALLE 2 BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40417,"CALLE 3 BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40418,"CALLE 4 BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40419,"CALLE 5 BO STO DOMINGO DE GUZMAN","MONTEVIDEO","MONTEVIDEO"
40420,"ARTIGAS MELGAREJO ASENT 30 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40421,"JOSE DIAZ ASENT 30 DE ABRIL","MONTEVIDEO","MONTEVIDEO"
40422,"1 LOS REYES","MONTEVIDEO","MONTEVIDEO"
40423,"2 LOS ZUCARA","MONTEVIDEO","MONTEVIDEO"
40424,"3 ZITARROSA","MONTEVIDEO","MONTEVIDEO"
40425,"ANTUNEZ","MONTEVIDEO","MONTEVIDEO"
40426,"3 VACILON","MONTEVIDEO","MONTEVIDEO"
40427,"VIDALVINA","MONTEVIDEO","MONTEVIDEO"
40428,"D EL TANQUE","MONTEVIDEO","MONTEVIDEO"
40429,"CICLON","MONTEVIDEO","MONTEVIDEO"
40430,"3 DE ENERO ASENTAMIENTO 3 DE ENERO","MONTEVIDEO","MONTEVIDEO"
40431,"LA ESPERANZA ASENTAMIENTO 3 DE ENERO","MONTEVIDEO","MONTEVIDEO"
40432,"E AMANECER","MONTEVIDEO","MONTEVIDEO"
40433,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","EJIDO DE TREINTA Y TRES","TREINTA Y TRES"
40434,"RUTA 5 - BRIG. GRAL. FRUCTUOSO RIVERA","LAS PIEDRAS","CANELONES"
40434,"RUTA 5 - BRIG. GRAL. FRUCTUOSO RIVERA","CUCHILLA DE PERALTA","TACUAREMBO"
40434,"RUTA 5 - BRIG. GRAL. FRUCTUOSO RIVERA","MELILLA","MONTEVIDEO"
40434,"RUTA 5 - BRIG. GRAL. FRUCTUOSO RIVERA","MONTEVIDEO","MONTEVIDEO"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","COLONIA DEL SACRAMENTO","COLONIA"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","PLAYA PASCUAL","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","COLOLO TINOSA","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","COLONIA VALDENSE","COLONIA"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","RINCON DEL PINO","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","CERAMICAS DEL SUR","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","PENINO","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","VILLA RIVES","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","RADIAL RUTA 3","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","LIBERTAD","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","SAN FERNANDO","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","ECILDA PAULLIER","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","SCAVINO","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","PUNTAS DE TROPA VIEJA","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","CIUDAD DEL PLATA","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","RINCON DE LA BOLSA","SAN JOSE"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","SANTIAGO VAZQUEZ","MONTEVIDEO"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","MONTEVIDEO","MONTEVIDEO"
40435,"RUTA 1 - BRIG. GRAL. MANUEL ORIBE","AUTODROMO","SAN JOSE"
40436,"RUTA 9 - GRAL. LEONARDO OLIVERA","CHUY","ROCHA"
40436,"RUTA 9 - GRAL. LEONARDO OLIVERA","ROCHA","ROCHA"
40437,"RUTA 7 - GRAL. APARICIO SARAVIA","CRUZ DE LOS CAMINOS","CANELONES"
40437,"RUTA 7 - GRAL. APARICIO SARAVIA","CASUPA","FLORIDA"
40438,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","SAN JOSE DE MAYO","SAN JOSE"
40440,"RUTA 6 - JOAQUIN SUAREZ","SAN RAMON","CANELONES"
40445,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","SOLIS DE MATAOJO","LAVALLEJA"
40447,"RUTA 27 - MARIO HEBER","RIVERA","RIVERA"
40447,"RUTA 27 - MARIO HEBER","LA PEDRERA","RIVERA"
40448,"RUTA 15 - DR. JAVIER BARRIOS AMORIN","LASCANO","ROCHA"
40466,"RUTA 74","FRACC. SOBRE RUTA 74","CANELONES"
40466,"RUTA 74","JOAQUIN SUAREZ","CANELONES"
40470,"RUTA 10 - JUAN DIAZ DE SOLIS","LAS FLORES","MALDONADO"
40470,"RUTA 10 - JUAN DIAZ DE SOLIS","PIRIAPOLIS","MALDONADO"
40471,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","JUAN SOLER","SAN JOSE"
40471,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","SAN JOSE DE MAYO","SAN JOSE"
40471,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","ECILDA PAULLIER","SAN JOSE"
40477,"RUTA 10 - JUAN DIAZ DE SOLIS","MANANTIALES","MALDONADO"
40477,"RUTA 10 - JUAN DIAZ DE SOLIS","PUNTA BALLENA","MALDONADO"
40478,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","CANELONES","CANELONES"
40478,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","SANTA LUCIA","CANELONES"
40481,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","18 DE JULIO","SAN JOSE"
40481,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","RAIGON","SAN JOSE"
40481,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","SANTA LUCIA","CANELONES"
40481,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","CAPURRO","SAN JOSE"
40481,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","PUEBLO NUEVO","SAN JOSE"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","ATLANTIDA","CANELONES"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","ESTACION ATLANTIDA","CANELONES"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","PASO PALOMEQUE","CANELONES"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","CANELONES","CANELONES"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","SANTA ROSA","CANELONES"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","SAN JACINTO","CANELONES"
40486,"RUTA 11 - JOSE BATLLE Y ORDOÑEZ","ESTACION PEDRERA","CANELONES"
40488,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","MELO","CERRO LARGO"
40494,"RUTA 12 - DR. LUIS ALBERTO DE HERRERA","MINAS","LAVALLEJA"
40497,"RUTA 34","NEPTUNIA","CANELONES"
40497,"RUTA 34","PIEDRA DEL TORO","CANELONES"
40499,"RUTA 12 - DR. LUIS ALBERTO DE HERRERA","MINAS","LAVALLEJA"
40507,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","MINAS","LAVALLEJA"
40516,"RUTA 102","COLONIA NICOLICH","CANELONES"
40516,"RUTA 102","SAN JOSE DE CARRASCO","CANELONES"
40516,"RUTA 102","MONTEVIDEO","MONTEVIDEO"
40516,"RUTA 102","EMPALME NICOLICH","CANELONES"
40517,"RUTA PERIMETRAL - WILSON FERREIRA ALDUNATE","MELILLA","MONTEVIDEO"
40517,"RUTA PERIMETRAL - WILSON FERREIRA ALDUNATE","MONTEVIDEO","MONTEVIDEO"
40519,"RUTA INTERBALNEARIA","CIUDAD DE LA COSTA","CANELONES"
40519,"RUTA INTERBALNEARIA","HARAS DEL LAGO","CANELONES"
40519,"RUTA INTERBALNEARIA","ARAMINDA","CANELONES"
40519,"RUTA INTERBALNEARIA","ATLANTIDA","CANELONES"
40519,"RUTA INTERBALNEARIA","LAGO JARDIN DEL BOSQUE","CANELONES"
40519,"RUTA INTERBALNEARIA","LOS TITANES","CANELONES"
40519,"RUTA INTERBALNEARIA","BIARRITZ","CANELONES"
40519,"RUTA INTERBALNEARIA","FORTIN DE SANTA ROSA","CANELONES"
40519,"RUTA INTERBALNEARIA","SALINAS","CANELONES"
40519,"RUTA INTERBALNEARIA","LOMAS DE SOLYMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","PUNTA BALLENA","MALDONADO"
40519,"RUTA INTERBALNEARIA","PINE PARK","CANELONES"
40519,"RUTA INTERBALNEARIA","LA TUNA","CANELONES"
40519,"RUTA INTERBALNEARIA","PINAMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","LA ASUNCION","CANELONES"
40519,"RUTA INTERBALNEARIA","LAS TOSCAS","CANELONES"
40519,"RUTA INTERBALNEARIA","PARQUE DEL PLATA","CANELONES"
40519,"RUTA INTERBALNEARIA","SAN LUIS","CANELONES"
40519,"RUTA INTERBALNEARIA","PINARES DE SOLYMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","EL BOSQUE DE SOLYMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","SAN JOSE DE CARRASCO","CANELONES"
40519,"RUTA INTERBALNEARIA","LA FLORESTA","CANELONES"
40519,"RUTA INTERBALNEARIA","MONTES DE SOLYMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","SOLYMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","NEPTUNIA","CANELONES"
40519,"RUTA INTERBALNEARIA","GUAZUVIRA","CANELONES"
40519,"RUTA INTERBALNEARIA","QUINTAS DEL BOSQUE","CANELONES"
40519,"RUTA INTERBALNEARIA","CITY GOLF","CANELONES"
40519,"RUTA INTERBALNEARIA","MARINDIA","CANELONES"
40519,"RUTA INTERBALNEARIA","JAUREGUIBERRY","CANELONES"
40519,"RUTA INTERBALNEARIA","EL PINAR","CANELONES"
40519,"RUTA INTERBALNEARIA","ARGENTINO","CANELONES"
40519,"RUTA INTERBALNEARIA","CUCHILLA ALTA","CANELONES"
40519,"RUTA INTERBALNEARIA","SANTA ANA","CANELONES"
40519,"RUTA INTERBALNEARIA","SANTA LUCIA DEL ESTE","CANELONES"
40519,"RUTA INTERBALNEARIA","COLINAS DE SOLYMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","SHANGRILA","CANELONES"
40519,"RUTA INTERBALNEARIA","EL GALEON","CANELONES"
40519,"RUTA INTERBALNEARIA","VILLA ARGENTINA","CANELONES"
40519,"RUTA INTERBALNEARIA","SOLIS","MALDONADO"
40519,"RUTA INTERBALNEARIA","CHIHUAHUA","MALDONADO"
40519,"RUTA INTERBALNEARIA","LAS VEGAS","CANELONES"
40519,"RUTA INTERBALNEARIA","SANTA TERESITA","CANELONES"
40519,"RUTA INTERBALNEARIA","CUCHILLA ALTA Y EL GALEON","CANELONES"
40519,"RUTA INTERBALNEARIA","PINAMAR - PINEPARK","CANELONES"
40519,"RUTA INTERBALNEARIA","EL BOSQUE DE LAGOMAR","CANELONES"
40519,"RUTA INTERBALNEARIA","COLONIA LAMAS","CANELONES"
40522,"RUTA 36","MELILLA","MONTEVIDEO"
40522,"RUTA 36","MONTEVIDEO","MONTEVIDEO"
40529,"RUTA 42","POLANCO DEL YI","FLORIDA"
40532,"RUTA 17 - PADRE VICENTE MONTE LEONE","EJIDO DE TREINTA Y TRES","TREINTA Y TRES"
40534,"RUTA 26 - GRAL. LEANDRO GOMEZ","BARRIO LOPEZ BENITEZ","CERRO LARGO"
40534,"RUTA 26 - GRAL. LEANDRO GOMEZ","HIPODROMO","CERRO LARGO"
40534,"RUTA 26 - GRAL. LEANDRO GOMEZ","MELO","CERRO LARGO"
40539,"RUTA 2 - GRITO DE ASENCIO","JOSE ENRIQUE RODO","SORIANO"
40541,"RUTA 3 - GRAL. JOSE ARTIGAS","NUEVO PAYSANDU","PAYSANDU"
40541,"RUTA 3 - GRAL. JOSE ARTIGAS","CHACRAS DE PAYSANDU","PAYSANDU"
40541,"RUTA 3 - GRAL. JOSE ARTIGAS","CUAREIM","ARTIGAS"
40542,"RUTA 2 - GRITO DE ASENCIO","ROSARIO","COLONIA"
40545,"RUTA 43","SAN GREGORIO DE POLANCO","TACUAREMBO"
40546,"RUTA 81","MONTES","CANELONES"
40557,"RUTA 67","SAUCE","CANELONES"
40568,"RUTA 46","SANTA LUCIA","CANELONES"
40571,"RUTA 39","BARRIO HIPODROMO","MALDONADO"
40571,"RUTA 39","MALDONADO","MALDONADO"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","BARRA DE CARRASCO","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","CIUDAD DE LA COSTA","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","BARROS BLANCOS","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","VILLA AEROPARQUE","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","PASO CARRASCO","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","SAN JOSE DE CARRASCO","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","AEROPUERTO INTERNACIONAL DE CARRASCO","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","MONTEVIDEO","MONTEVIDEO"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","RINCON DE CARRASCO","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","EMPALME NICOLICH","CANELONES"
40581,"RUTA 101 - CAP. JUAN ANTONIO ARTIGAS","FRACC. CAMINO MALDONADO","CANELONES"
40587,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","BARROS BLANCOS","CANELONES"
40587,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","EMPALME OLMOS","CANELONES"
40587,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","JOAQUIN SUAREZ","CANELONES"
40587,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","PANDO","CANELONES"
40587,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","MONTEVIDEO","MONTEVIDEO"
40587,"RUTA 8 - BRIG. GRAL. JUAN A. LAVALLEJA","FRACC. CAMINO MALDONADO","CANELONES"
40588,"RUTA 100","OMBUES DE ORIBE","DURAZNO"
40588,"RUTA 100","SAN JORGE","DURAZNO"
40607,"RUTA 82","EMPALME OLMOS","CANELONES"
40607,"RUTA 82","CRUZ DE LOS CAMINOS","CANELONES"
40610,"RUTA 87","SALINAS","CANELONES"
40612,"RUTA 90","NUEVO PAYSANDU","PAYSANDU"
40612,"RUTA 90","CHACRAS DE PAYSANDU","PAYSANDU"
40613,"RUTA 93","OCEAN PARK","MALDONADO"
40616,"PASAJE MADRID","MONTEVIDEO","MONTEVIDEO"
40617,"PASAJE GALICIA","MONTEVIDEO","MONTEVIDEO"
40618,"PASAJE 8 DE AGOSTO","MONTEVIDEO","MONTEVIDEO"
40619,"PASAJE 17 METROS BO 20 DE JULIO","MONTEVIDEO","MONTEVIDEO"
40620,"PASAJE 18 METROS BO 20 DE JULIO","MONTEVIDEO","MONTEVIDEO"
40621,"23 DE DICIEMBRE BO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40622,"LOS PARAISOS BARRIO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40623,"LOS LIBUSTROS BO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40624,"LOS HORNEROS BO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40625,"LOS TEROS BO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40626,"LOS DORADOS BARRIO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40627,"MIRASOL BARRIO 23 DE DICIEMBRE","MONTEVIDEO","MONTEVIDEO"
40628,"FLORIDA","MONTEVIDEO","MONTEVIDEO"
40629,"CERRO LARGO","MONTEVIDEO","MONTEVIDEO"
40630,"TACUAREMBO","MONTEVIDEO","MONTEVIDEO"
40631,"SAN JOSE","MONTEVIDEO","MONTEVIDEO"
40632,"PAYSANDU","MONTEVIDEO","MONTEVIDEO"
40633,"ACEVEDO DIAZ","MONTEVIDEO","MONTEVIDEO"
40634,"PSJE 22 DE OCTUBRE BO 20 DE JULIO","MONTEVIDEO","MONTEVIDEO"
40635,"PSJE MARACANA","MONTEVIDEO","MONTEVIDEO"
40636,"MANUEL ORIBE","MONTEVIDEO","MONTEVIDEO"
40637,"PASAJE SANCHEZ","MONTEVIDEO","MONTEVIDEO"
40638,"17 METROS BARRIO MARACANA","MONTEVIDEO","MONTEVIDEO"
